Name,Insurance Number,Reporting Date,Assets,Shares,Liabilities,Net Worth,Revenue,Dividends,Expenses,Net Income
1st Gateway,63124,12/31/2020,178099569,150653062,159442160,18657409,8497512,1830298,5548099,1105000
5 Star Community,64878,12/31/2020,44434133,40731006,40889394,3473451,1809930,160903,1538830,106570
ACE,64323,12/31/2020,8063468,6823775,6829185,1234283,149966,32351,110370,7245
Advantage,64030,12/31/2020,86834947,73622313,74474128,12360819,3756826,322814,3810353,-378006
Aegis,65521,12/31/2020,23434705,20412238,20973944,2460761,1160198,116421,839694,204083
Affinity,62829,12/31/2020,130856389,115039418,118449501,12406888,8869829,587391,7441157,843916
AIM,64886,12/31/2020,152417916,134283947,134692402,17725514,6772779,882580,4694875,1195324
Allen Hospital Personnel,67831,12/31/2020,6040192,5085866,5109202,930990,293131,4313,291349,-2531
Ascentra,63268,12/31/2020,495382722,427221614,447912079,47095869,26014183,2970075,22142940,882488
Burlington Municipal Employees,65239,12/31/2020,5222541,4729919,4747358,475183,178319,52885,116026,9408
Capitol View,62878,12/31/2020,40889435,34775459,34907836,5981599,1624349,222222,1280220,125540
Casebine Community,64868,12/31/2020,31367009,25914476,26088068,5279167,1542243,34994,1383324,122812
Cedar Falls Community,65565,12/31/2020,148199116,125414082,126479264,23167697,6472534,1347869,3704720,1419945
CENT,65238,12/31/2020,65259551,57085264,57417622,7841929,3389344,361201,2637692,400000
Chicago Central and Commerce,62871,12/31/2020,7243382,5726080,5791593,1451789,325807,48158,267081,0
Citizens Community,66592,12/31/2020,224394096,189392596,191457674,32936422,12524694,1338745,10422780,811169
Collins Community,62969,12/31/2020,1326760185,1170533584,1216901013,108739806,67747879,12549055,60752247,4998966
Community 1st,68510,12/31/2020,845738423,760872145,777700245,68038178,42055008,7147736,30819912,4082794
Community Choice,65078,12/31/2020,670991199,570531808,599853913,71137286,38083713,2702012,29135788,5960190
Davenport Police Department,61691,12/31/2020,4585374,3978978,3987948,597426,124556,24285,93857,6414
Des Moines Fire Department,64943,12/31/2020,4134670,3292351,3292351,842319,135092,3268,127828,3996
Des Moines Metro,64380,12/31/2020,61773643,54115078,54595496,7178147,2486972,197345,2139093,147944
Des Moines Water Works,63486,12/31/2020,1495049,1299076,1305946,189103,56072,3840,52121,111
Du Trac Community,64471,12/31/2020,897967496,782640396,788361797,108170298,36676187,6454634,24790879,6128996
Dubuque Postal Employees,64917,12/31/2020,5258664,4692832,4712515,546149,129719,45700,66681,17338
Dupaco Community,64049,12/31/2020,2430731369,1978535297,2095833459,326516585,126993194,20538585,80447608,27433032
DuPont Employees,62429,12/31/2020,4585262,3907908,3910743,674519,123988,40412,73091,10485
Employees,63299,12/31/2020,118458064,92657405,93243915,25214149,5623388,904591,2317634,2397443
Family Community,64067,12/31/2020,22884379,20576952,20659388,2224991,493778,45087,524561,-75870
Financial Plus,62965,12/31/2020,196577241,173333459,174740782,21673369,6171168,360537,5203469,432539
First Class Community,64231,12/31/2020,93085410,84873670,85817374,7244785,4247644,58322,4067847,113613
Fort Dodge Family,63159,12/31/2020,37392184,32772274,33054218,4337966,1783003,387934,1092976,302093
Gas & Electric Employees,65040,12/31/2020,5106188,3241075,3246075,1860113,176501,22540,90969,62992
Greater Iowa,64203,12/31/2020,624431787,567254006,578116348,46257938,28946932,5045854,21169577,2763023
GreenState,60269,12/31/2020,7112600971,5729542888,6442688621,692246854,368803226,93042718,159075430,115359730
Holy Ghost Parish,65243,12/31/2020,31866539,28577336,28786682,3079857,661868,461405,214036,1576
HomeTown,65445,12/31/2020,2859025,2282242,2303784,555241,159743,40150,142846,-23253
Industrial Employees,65242,12/31/2020,9758033,8175017,8198329,1559704,359827,29121,294235,46882
Iowa Heartland,60718,12/31/2020,25135644,20464616,20528820,4606824,894362,34862,804193,55307
Journey,64361,12/31/2020,72316173,62454004,62972948,9302685,3306933,404348,2431777,459960
KAH,65391,12/31/2020,1755054,1230404,1232901,522153,44518,2494,49240,-7216
Lee County,61393,12/31/2020,3361480,2531002,2533761,827719,144753,13645,124947,6161
Lennox Employees,64234,12/31/2020,58166829,51784391,51946848,5864363,2033673,290717,1761594,-23338
Linn Area,63602,12/31/2020,518343946,448296851,469142449,48888518,25116469,4311313,17637909,3543935
Members 1st Community,62918,12/31/2020,227098240,204887918,206262664,20821216,7802347,646741,6288336,899616
Members Community,62683,12/31/2020,75770741,64424134,68676900,7094375,3974886,468871,3079778,426392
Meridian,64212,12/31/2020,31344245,26612249,26694130,4664533,964400,93869,773935,96596
Metco,60013,12/31/2020,44381691,38939818,39188146,5193545,2105477,161779,1315538,628160
Midland,61918,12/31/2020,62446668,54475576,54997127,7449541,2945403,259723,2549225,144137
Midwest Community,63494,12/31/2020,35849887,32742667,32837248,3012639,1032894,47031,896660,87908
Morrison Employees,65199,12/31/2020,1819862,1294030,1304476,515386,42550,20042,21931,577
Muni-Employees,61360,12/31/2020,723010,641857,645401,77609,26847,626,34947,-8726
NGPL  Employees,64351,12/31/2020,2853858,2035566,2050733,803125,65889,24940,35641,5308
Nishna Valley,64191,12/31/2020,40793531,37783409,37861035,2932496,1237459,54711,1130258,52490
North Iowa Community,62638,12/31/2020,82225605,74431932,75118677,7106928,4111854,444249,3567605,100000
North Star Community,62638,12/31/2020,119985507,108010875,108455022,11436095,5570748,1257349,3760755,552644
North Western Employees,64282,12/31/2020,8352697,6654091,6668100,1684597,383265,56290,284552,42423
NW IOWA,63399,12/31/2020,64685506,57159949,57201596,7483910,2293965,463994,1293486,536485
Peoples,64140,12/31/2020,72337673,63109794,63709844,8627829,3770637,439713,2964115,366809
Polk County,65039,12/31/2020,6920204,5862560,5864084,1056120,291682,53609,195608,42465
